num_evaluations,StochasticHillClimbing2,StochasticHillClimbingNoDictEmpty,LatentCEM_LEAPS_Original,StochasticHillClimbingLLMDictMore,llmDictionaries,StochasticHillClimbingLLMDictRandom
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010.10101010101,0.3586829576081961,0.40510141366416963,0.1970708874326287,0.9211619549330979,0.012738709677419356,0.24859116068311735
2020.20202020202,0.40096030272423033,0.4866044806410173,0.21781799402355723,0.9420045343081787,0.012738709677419356,0.47857864874097106
3030.30303030303,0.40096030272423033,0.4866044806410173,0.21781799402355723,0.9420045343081787,0.012738709677419356,0.7328026648390719
4040.40404040404,0.40096030272423033,0.4866044806410173,0.2393742766850417,0.9584888202699189,0.012738709677419356,0.7328026648390719
5050.50505050505,0.5083689751498167,0.6519227303334947,0.2393742766850417,0.9678038610681321,0.012738709677419356,0.7328026648390719
6060.60606060606,0.6204511672973609,0.7513240477322254,0.25997727693471884,0.9678038610681321,0.012738709677419356,0.7801461131381233
7070.707070707071,0.6655008986902092,0.7513240477322254,0.25997727693471884,0.9678038610681321,0.012738709677419356,0.8718213354954457
8080.80808080808,0.6655008986902092,0.7513240477322254,0.27819532830805493,0.9678038610681321,0.012738709677419356,0.8718213354954457
9090.90909090909,0.6849847853169243,0.7513240477322254,0.27819532830805493,0.9678038610681321,0.012738709677419356,0.9070864821807382
10101.0101010101,0.7264418882066512,0.7513240477322254,0.27819532830805493,0.9678038610681321,0.012738709677419356,0.9070864821807382
11111.111111111111,0.8448020855498644,0.8942491844040095,0.27819532830805493,0.9678038610681321,0.012738709677419356,0.9070864821807382
12121.21212121212,0.8448020855498644,0.8942491844040095,0.27819532830805493,0.9678038610681321,0.012738709677419356,0.9070864821807382
13131.31313131313,0.8448020855498644,0.8942491844040095,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
14141.414141414141,0.8887441648038987,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
15151.51515151515,0.8887441648038987,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
16161.61616161616,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
17171.71717171717,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
18181.81818181818,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
19191.91919191919,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
20202.0202020202,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
21212.121212121212,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
22222.222222222223,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
23232.32323232323,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
24242.42424242424,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
25252.52525252525,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
26262.62626262626,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
27272.727272727272,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
28282.828282828283,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
29292.92929292929,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
30303.0303030303,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
31313.13131313131,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
32323.23232323232,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
33333.33333333333,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
34343.43434343434,0.9478808727661783,0.9335545105737552,0.2934235082120462,0.9678038610681321,0.012738709677419356,0.9271437020056764
35353.53535353535,0.9478808727661783,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
36363.63636363636,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
37373.73737373737,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
38383.83838383838,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
39393.93939393939,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
40404.0404040404,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
41414.14141414141,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
42424.242424242424,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
43434.343434343435,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
44444.444444444445,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
45454.54545454545,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
46464.64646464646,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
47474.74747474747,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
48484.84848484848,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
49494.94949494949,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
50505.0505050505,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
51515.15151515151,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
52525.25252525252,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
53535.35353535353,0.9703176852386524,0.9335545105737552,0.3057698884624255,0.9678038610681321,0.012738709677419356,0.9271437020056764
54545.454545454544,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
55555.555555555555,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
56565.656565656565,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
57575.757575757576,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
58585.85858585858,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
59595.95959595959,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
60606.0606060606,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
61616.16161616161,0.9703176852386524,0.9335545105737552,0.3245308106719909,0.9678038610681321,0.012738709677419356,0.9271437020056764
62626.26262626262,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
63636.36363636363,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
64646.46464646464,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
65656.56565656565,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
66666.66666666666,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
67676.76767676767,0.9703176852386524,0.9335545105737552,0.3333856750368101,0.9678038610681321,0.012738709677419356,0.9271437020056764
