num_evaluations,StochasticHillClimbing2,StochasticHillClimbingNoDictEmpty,LatentCEM_LEAPS_Original,StochasticHillClimbingLLMDictMore,llmDictionaries,StochasticHillClimbingLLMDictRandom
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010.10101010101,0.7845905613793198,0.8155851438495997,0.4003688465445512,0.8643242009632602,0.23349032258064517,0.7936155133807958
2020.20202020202,0.8109000410353205,0.8218626173175544,0.4780235388766029,0.8770156214358387,0.23349032258064517,0.8595013045076962
3030.30303030303,0.8477741789539915,0.845451148373002,0.500520521466354,0.8805265156725647,0.23349032258064517,0.8669680763252092
4040.40404040404,0.8513672347555163,0.8482813068064228,0.516154137559869,0.8893855445431421,0.23349032258064517,0.872054815401371
5050.50505050505,0.8529135816708541,0.8500747897019322,0.5231609655868249,0.8901159157228486,0.23349032258064517,0.8801933489234515
6060.60606060606,0.8563241401799582,0.8529311946534108,0.5393868370642183,0.8977582153794637,0.23349032258064517,0.8801933489234515
7070.707070707071,0.8592666209512766,0.8562546858182479,0.5513554976066711,0.8985459200698768,0.23349032258064517,0.8801933489234515
8080.80808080808,0.8653173278021871,0.8576212395854421,0.5668398072156637,0.9005590332993118,0.23349032258064517,0.8801933489234515
9090.90909090909,0.869697384354411,0.8627545794152258,0.5753977332410047,0.9037589370458221,0.23349032258064517,0.8841682107691818
10101.0101010101,0.8704402840387369,0.8639968738044578,0.592535615057046,0.9057267310181009,0.23349032258064517,0.8864479328579667
11111.111111111111,0.8751184339776334,0.8675992568526093,0.6046241882723012,0.9062902635614525,0.23349032258064517,0.888867737829959
12121.21212121212,0.876455360042174,0.869750164249562,0.6279956375983795,0.9068267296546196,0.23349032258064517,0.8911310644421153
13131.31313131313,0.876455360042174,0.869750164249562,0.6422766658740587,0.9073547084819218,0.23349032258064517,0.8911310644421153
14141.414141414141,0.8811678149094423,0.8773137500807154,0.6422766658740587,0.9078651787859098,0.23349032258064517,0.8911310644421153
15151.51515151515,0.8837136982916988,0.8804788558166706,0.6467186422977643,0.9078651787859098,0.23349032258064517,0.8944082522243109
16161.61616161616,0.8837136982916988,0.8804788558166706,0.6477880987772797,0.9083358156486042,0.23349032258064517,0.895647297849744
